# pinna.tsv - fundamentum censūs ambiguitatis retentae (lib/ + include/)
# columnae: via, ambigua (in plagula ipsa), aliena, errores
# regeneratio: ./silva/ambigua.sh lib/*.c include/*.h -machina 2>/dev/null | awk '$1!~/^#/' >> (post caput)
# classis dominans: (nomen) * x in corporibus macrorum (conversio-an-multiplicatio;
# nomina localia oraculo ignota) - coloratio 100 + tabula_characterum 46 e 226
lib/imago_opus.c	0	0	0
lib/imago_png.c	0	0	0
lib/imperium.c	1	0	0
lib/importatio_visus.c	0	0	0
lib/internamentum.c	0	0	0
lib/internuntius.c	1	0	0
lib/iter_directoria.c	2	0	0
lib/js_lexema.c	0	0	0
lib/json.c	0	0	0
lib/lapifex_c89_grammatica.c	0	0	0
lib/lapifex_generare.c	0	0	0
lib/lapifex_glr.c	0	0	0
lib/lapifex_lexere.c	0	0	0
lib/lapifex_parsere.c	0	0	0
lib/layout.c	0	0	0
lib/librarium_lector.c	0	0	0
lib/librarium_visus.c	0	0	0
lib/libro_paginarum.c	0	0	0
lib/machina_posix.c	1	0	0
lib/macho.c	0	0	0
lib/manus.c	0	0	0
lib/mensa.c	0	0	0
lib/mensura.c	1	0	0
lib/mimen.c	0	0	0
lib/moneta.c	0	0	0
lib/multipart.c	0	0	0
lib/natura.c	0	0	0
lib/navigator_entitatum.c	0	0	0
lib/numerus_romanus.c	0	0	0
lib/nuntium.c	0	0	0
lib/nuntium_schema.c	0	0	0
lib/nuntium_schema_generare.c	0	0	0
lib/pagina.c	6	0	0
lib/paginarium.c	0	0	0
lib/paginatio.c	0	0	0
lib/persistentia_memoria.c	0	0	0
lib/persistentia_nuntium.c	0	0	0
lib/pinacotheca_visus.c	0	0	0
lib/piscina.c	0	0	0
lib/planta_lectio.c	0	0	0
lib/processus_posix.c	1	0	0
lib/qr.c	0	0	0
lib/quaerere.c	0	0	0
lib/quaestiones_lectio.c	0	0	0
lib/reactor.c	0	0	0
lib/registrum_commandi.c	0	0	0
lib/registrum_widget.c	0	0	0
lib/rete_posix.c	1	0	0
lib/router.c	2	0	0
lib/sanctorale.c	0	0	0
lib/schirmata.c	0	0	0
lib/scrinium.c	4	0	0
lib/sectio.c	0	0	0
lib/selectio.c	0	0	0
lib/sententia_fissio.c	0	0	0
lib/sententia_paginarium.c	0	0	0
lib/sententiae.c	0	0	0
lib/servitium.c	0	0	0
lib/sigillum.c	0	0	0
lib/silex.c	2	0	0
lib/similitudo.c	0	0	0
lib/specimen.c	0	0	0
lib/speculum.c	0	0	0
lib/sputnik_interpres.c	0	0	0
lib/sputnik_lexema.c	0	0	0
lib/sputnik_parser.c	0	0	0
lib/sputnik_syntaxis.c	0	0	0
lib/stml.c	0	0	0
lib/symbola.c	0	0	0
lib/tabellarius.c	1	0	0
lib/tabula_characterum.c	46	0	0
lib/tabula_dispersa.c	0	0	0
lib/tcp_posix.c	12	0	0
lib/tempestivum.c	0	0	0
lib/tempus.c	0	0	0
lib/thema.c	0	0	0
lib/thema_visus.c	0	0	0
lib/toml.c	0	0	0
lib/tractator.c	0	0	0
lib/uri.c	0	0	0
lib/url.c	0	0	0
lib/utf8.c	0	0	0
lib/uuid.c	0	0	0
lib/via.c	0	0	0
lib/vigilia.c	0	0	0
lib/villa_agens.c	0	0	0
lib/villa_lectores.c	0	0	0
lib/vim.c	10	0	0
lib/vitrea_servus.c	1	0	0
lib/volumen.c	0	0	0
lib/widget.c	0	0	0
lib/xar.c	0	0	0
lib/xml.c	0	0	0
include/actor.h	0	0	0
include/aedilis.h	0	0	0
include/arbor.h	0	0	0
include/arbor2_conditio_evaluare.h	0	0	0
include/arbor2_expandere.h	0	0	0
include/arbor2_glr.h	0	0	0
include/arbor2_lapifex_adaptator.h	0	0	0
include/arbor2_lexema.h	0	0	0
include/arbor2_scribere.h	0	0	0
include/arbor2_token.h	0	0	0
include/arbor_formator.h	0	0	0
include/arbor_index.h	0	0	0
include/arbor_lexema.h	0	0	0
include/arbor_praeparator.h	0	0	0
include/arbor_syntaxis.h	0	0	0
include/arbor_typus.h	0	0	0
include/argumenta.h	0	0	0
include/arx_caeli.h	0	0	0
include/atrium.h	0	0	0
include/base64.h	0	0	0
include/biblia.h	0	0	0
include/biblia_visus.h	0	0	0
include/calendario_visus.h	0	0	0
include/calendarium_liturgicum.h	0	0	0
include/canon.h	0	0	0
include/capitula.h	0	0	0
include/capsula.h	0	0	0
include/capsula_caudae.h	0	0	0
include/chorda.h	0	0	0
include/chorda_aedificator.h	0	0	0
include/cliens_tabularii.h	0	0	0
include/clipboard_platform.h	0	0	0
include/color.h	0	0	0
include/coloratio.h	0	0	0
include/concha.h	0	0	0
include/credo.h	0	0	0
include/css_lexema.h	0	0	0
include/cursor.h	0	0	0
include/cursus.h	0	0	0
include/delineare.h	0	0	0
include/dialogus.h	0	0	0
include/dialogus_importatio.h	0	0	0
include/differentia.h	0	0	0
include/dithering.h	0	0	0
include/elementa.h	0	0	0
include/entitas.h	0	0	0
include/entitas_repositorium.h	0	0	0
include/exemplar.h	0	0	0
include/fasti.h	0	0	0
include/fenestra.h	0	0	0
include/filum.h	0	0	0
include/flatura.h	0	0	0
include/fons.h	0	0	0
include/fons_6x8.h	0	0	0
include/fons_visus.h	0	0	0
include/friatio.h	0	0	0
include/git.h	0	0	0
include/hospitium.h	0	0	0
include/html_lexema.h	0	0	0
include/http.h	0	0	0
include/imago.h	0	0	0
include/imago_collatio.h	0	0	0
include/imago_opus.h	0	0	0
include/imago_png.h	0	0	0
include/imago_typus.h	0	0	0
include/imperium.h	0	0	0
include/importatio_visus.h	0	0	0
include/internamentum.h	0	0	0
include/internuntius.h	0	0	0
include/iter_directoria.h	0	0	0
include/js_lexema.h	0	0	0
include/json.h	0	0	0
include/lapifex_c89.h	0	0	0
include/lapifex_generare.h	0	0	0
include/lapifex_glr.h	0	0	0
include/lapifex_lexere.h	0	0	0
include/lapifex_parsere.h	0	0	0
include/latina.h	0	0	0
include/layout.h	0	0	0
include/librarium_lector.h	0	0	0
include/librarium_visus.h	0	0	0
include/libro_paginarum.h	0	0	0
include/machina.h	0	0	0
include/macho.h	0	0	0
include/manus.h	0	0	0
include/mensa.h	0	0	0
include/mensura.h	0	0	0
include/mimen.h	0	0	0
include/moneta.h	0	0	0
include/multipart.h	0	0	0
include/natura.h	0	0	0
include/navigator_entitatum.h	0	0	0
include/numerus_romanus.h	0	0	0
include/nuntium.h	0	0	0
include/nuntium_schema.h	0	0	0
include/pagina.h	0	0	0
include/paginarium.h	0	0	0
include/paginatio.h	0	0	0
include/persistentia.h	0	0	0
include/pinacotheca_visus.h	0	0	0
include/piscina.h	0	0	0
include/planta_lectio.h	0	0	0
include/postulata_posix.h	0	0	0
include/processus.h	0	0	0
include/qr.h	0	0	0
include/quaerere.h	0	0	0
include/quaestiones_lectio.h	0	0	0
include/reactor.h	0	0	0
include/registrum_commandi.h	0	0	0
include/registrum_widget.h	0	0	0
include/rete.h	0	0	0
include/router.h	0	0	0
include/schirmata.h	0	0	0
include/scrinium.h	0	0	0
include/sectio.h	0	0	0
include/selectio.h	0	0	0
include/sententia_fissio.h	0	0	0
include/sententia_paginarium.h	0	0	0
include/sententiae.h	0	0	0
include/servitium.h	0	0	0
include/sigillum.h	0	0	0
include/silex.h	0	0	0
include/similitudo.h	0	0	0
include/specimen.h	0	0	0
include/speculum.h	0	0	0
include/sputnik_interpres.h	0	0	0
include/sputnik_lexema.h	0	0	0
include/sputnik_parser.h	0	0	0
include/sputnik_syntaxis.h	0	0	0
include/stml.h	0	0	0
include/symbola.h	0	0	0
include/tabellarius.h	0	0	0
include/tabula_characterum.h	0	0	0
include/tabula_dispersa.h	0	0	0
include/tcp.h	0	0	0
include/tempestivum.h	0	0	0
include/tempus.h	0	0	0
include/thema.h	0	0	0
include/thema_visus.h	0	0	0
include/tls.h	0	0	0
include/toml.h	0	0	0
include/tractator.h	0	0	0
include/uri.h	0	0	0
include/url.h	0	0	0
include/utf8.h	0	0	0
include/uuid.h	0	0	0
include/via.h	0	0	0
include/vigilia.h	0	0	0
include/villa_agens.h	0	0	0
include/villa_lectores.h	0	0	0
include/vim.h	0	0	0
include/vitrea.h	0	0	0
include/vitrea_servus.h	0	0	0
include/volumen.h	0	0	0
include/widget.h	0	0	0
include/xar.h	0	0	0
include/xml.h	0	0	0
